ID,Modulo,Ambito,Sotto-ambito,Funzionalità,Tag,Scope,Coperto da DT,Motivazione,Stima a finire,Stime economica,Nostre note,In/Out,Scadenza CRA,Fase Roadmap,Note,Stima (gg),Costo stimato (€),Stima,Elapsed 2 FTE (gg lav.),Livello di rischio,Seniority richiesta,Tipo componente,Integrazioni esterne,Prerequisiti principali
58,M4,Risk Assessment e Triage,Coda di Triage e Scoring,Remediation plan con data prevista e milestone,Must-have,Dubbio,No,"DT non ha modulo di remediation planning con milestone, date previste e tracking avanzamento; sviluppo completamente custom",10,#VALUE!,,In,Sett 2026,1,Tracciabilità delle azioni correttive per audit CRA; obbligatorio nel report formale 72h,10,€ 4.500,"4.310,00 €",5,Medio,Mid,Full-stack,,Coda di triage
59,M4,Risk Assessment e Triage,Coda di Triage e Scoring,Tracking disponibilità patch dal vendor del componente vulnerabile,Enterprise,Dubbio,Parziale,DT espone il campo 'patchedVersions' nelle vulnerability analysis per indicare se una fix è disponibile; il tracking attivo con polling periodico e alert su cambio stato (da 'nessuna fix' a 'fix disponibile') è sviluppo custom,6,#VALUE!,,out,N/A,2,Automatizza il monitoraggio 'fix disponibile?' per accelerare la remediation,10,€ 4.500,"3.448,00 €",5,Medio,Mid,Backend,,Repository normalizzato; Remediation plan
60,M5,Notifica e Disclosure Workflow,Sub-workflow A — Notifica ENISA/ACN,Trigger automatico: rilevamento CVE in CISA KEV su prodotto commercializzato,Must-have,Must-have,Parziale,"DT può triggerare un webhook via policy engine quando una KEV matcha una SBOM; il workflow di escalation CRA con countdown 24h/72h, generazione template regolatori e gestione stati è tutto custom",3,#VALUE!,,In,Sett 2026,1,Punto di avvio T+0 del processo obbligatorio di notifica; scatta automaticamente al match KEV,5,€ 2.250,"6.465,00 €",3,Medio,Mid,Backend,CISA KEV feed,Flag KEV; Impact analysis
61,M5,Notifica e Disclosure Workflow,Sub-workflow A — Notifica ENISA/ACN,"Early Warning 24h: template pre-compilato per ACN (prodotto, CVE, stima impatto)",Must-have,Must-have,No,DT non gestisce workflow di notifica alle autorità regolatorie; sviluppo completamente custom,10,#VALUE!,,In,Sett 2026,1,Obbligo Art. 14 CRA entro 24h dalla scoperta della vulnerabilità attivamente sfruttata,10,€ 4.500,"3.448,00 €",5,Medio,Mid/Senior,Full-stack,ENISA SRP,Trigger; Impact analysis
62,M5,Notifica e Disclosure Workflow,Sub-workflow A — Notifica ENISA/ACN,"Notifica Formale 72h: report strutturato (componente SBOM, CVSS, clienti impattati, piano remediation)",Must-have,Must-have,No,DT non gestisce workflow di notifica alle autorità regolatorie; sviluppo completamente custom,10,#VALUE!,,In,Sett 2026,1,Obbligo Art. 14 CRA entro 72h; deve includere evidenze strutturate dalla SBOM,10,€ 4.500,"4.310,00 €",5,Alto,Senior,Full-stack,ENISA SRP,Early Warning; Lista prioritizzata
63,M5,Notifica e Disclosure Workflow,Sub-workflow A — Notifica ENISA/ACN,"Report Finale 14 giorni: azioni intraprese, patch rilasciata/programmata, esito",Must-have,Must-have,No,DT non gestisce workflow di notifica alle autorità regolatorie; sviluppo completamente custom,8,#VALUE!,Forse stima bassa,In,Sett 2026,1,Chiusura del ciclo di notifica obbligatorio Art. 14 CRA,8,€ 3.600,"1.293,00 €",4,Medio,Mid,Full-stack,ENISA SRP,Notifica Formale; Remediation plan
64,M5,Notifica e Disclosure Workflow,Sub-workflow A — Notifica ENISA/ACN,Audit trail comunicazioni ENISA/ACN (registro immutabile di tutte le segnalazioni),Must-have,Must-have,No,DT non gestisce comunicazioni verso ENISA/ACN; l'audit trail delle segnalazioni inviate è completamente custom,8,#VALUE!,,out,Sett 2026,1,Prova di avvenuta notifica regolamentare; critico in caso di ispezione da ACN o ENISA,8,€ 3.600,"4.310,00 €",4,Medio,Mid/Senior,Backend,ENISA SRP,M6 Audit log
65,M5,Notifica e Disclosure Workflow,Sub-workflow A — Notifica ENISA/ACN,Distinzione chiara tra reporting regolatorio e gestione interna vulnerabilità,Must-have,Must-have,No,DT non distingue tra reporting regolatorio e gestione interna vulnerabilità; separazione logica e UI completamente custom,5,#VALUE!,,In,Sett 2026,1,Riduce rischio di confusione operativa sotto pressione temporale (deadline 24h/72h),5,€ 2.250,"4.310,00 €",3,Basso,Junior/Mid,Full-stack,,Coda di triage; Early Warning
66,M5,Notifica e Disclosure Workflow,Sub-workflow A — Notifica ENISA/ACN,Export notifica in formato CSAF 2.0,Nice-to-have,Nice-to-have,No,DT non genera advisory CSAF 2.0; sviluppo completamente custom con libreria CSAF o template strutturato,15,#VALUE!,,out,N/A,2,Formato strutturato preferito da ENISA per notifiche formali; interoperabilità con ENISA SRP,15,€ 6.750,"5.172,00 €",8,Alto,Senior,Backend,CSAF 2.0 spec (OASIS),Notifica Formale 72h
67,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,Email notification ai clienti B2B impattati (lista da impact analysis),Basic,Dubbio,No,DT non invia email ai clienti; il canale di notifica B2B è sviluppo custom (SMTP relay + lista destinatari da installed base M1),10,#VALUE!,,out,Sett 2026,1,Canale base; il sistema popola automaticamente la lista destinatari dall'impact analysis,10,€ 4.500,"4.310,00 €",5,Basso,Junior/Mid,Full-stack,SMTP relay,Impact analysis; Canali notifica clienti
68,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,"Template email parametrici (cliente, prodotto, versione, CVE, gravità, azioni raccomandate)",Basic,Dubbio,No,DT non gestisce template email parametrici per i clienti; sviluppo completamente custom,8,#VALUE!,,out,Sett 2026,1,Riduce errori umani sotto pressione temporale; ogni variabile è compilata automaticamente,8,€ 3.600,"4.310,00 €",4,Basso,Junior,Full-stack,,Email notification B2B
69,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,"Tipologia: advisory informativo (vulnerabilità nota, nessuna azione immediata richiesta)",Enterprise,Dubbio,No,DT non distingue tipologie di comunicazione cliente; logica e UI completamente custom,8,#VALUE!,,In,N/A,2,Comunicazione proattiva per gestione relazione post-vendita con clienti importanti,8,€ 3.600,"2.155,00 €",4,Basso,Junior/Mid,Full-stack,,Template email
70,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,Tipologia: richiesta intervento da remoto (patch applicabile da remoto),Enterprise,Dubbio,No,DT non gestisce workflow di intervento da remoto; logica completamente custom,8,#VALUE!,,In,N/A,2,Rilevante per macchinari connessi che supportano aggiornamenti software remoti,8,€ 3.600,"4.310,00 €",4,Medio,Mid,Full-stack,,Template email
71,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,Tipologia: piano aggiornamento programmato (intervento richiede presenza in loco),Enterprise,Dubbio,No,DT non gestisce piani di aggiornamento programmato; logica completamente custom,8,#VALUE!,,In,N/A,2,Casistica più comune per macchinari industriali; richiede coordinamento maintenance windows,8,€ 3.600,"4.310,00 €",4,Basso,Junior/Mid,Full-stack,,Template email
72,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,"Tipologia: blocco immediato funzione critica (vulnerabilità sfruttata attivamente, rischio immediato)",Enterprise,Enterprise,No,DT non gestisce blocchi emergenziali di funzioni critiche; logica completamente custom,10,#VALUE!,Da riverificare,In,N/A,2,"Caso estremo ma necessario per prodotti in infrastrutture critiche (Autostrade, Utility)",10,€ 4.500,"3.448,00 €",5,Alto,Senior,Full-stack,,Template email; Impact analysis
73,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,Approvazione interna pre-invio comunicazione (1 o 2 livelli configurabili),Enterprise,Dubbio,No,DT non ha workflow di approvazione interna per comunicazioni esterne; sviluppo completamente custom,10,#VALUE!,,In,N/A,2,Governance delle comunicazioni esterne verso clienti critici prima dell'invio,10,€ 4.500,"3.448,00 €",5,Medio,Mid,Full-stack,,Email notification B2B
74,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,Tracking invio + acknowledgment cliente (link di conferma lettura),Enterprise,Dubbio,No,"DT non traccia l'acknowledgment da parte dei clienti; sviluppo completamente custom (link tracking, conferma lettura)",10,#VALUE!,,In,N/A,2,Prova documentale di avvenuta informazione del cliente per audit CRA,10,€ 4.500,"2.155,00 €",5,Medio,Mid,Full-stack,Email tracking,Email notification B2B
75,M5,Notifica e Disclosure Workflow,Sub-workflow B — Notifica Clienti B2B,Escalation automatica su mancata risposta del cliente entro X giorni,Nice-to-have,Nice-to-have,No,DT non ha meccanismi di escalation automatica verso clienti; sviluppo completamente custom,10,#VALUE!,,out,N/A,2,Utile per clienti non responsivi; non critico nel MVP,10,€ 4.500,"6.465,00 €",5,Medio,Mid,Backend,,Tracking acknowledgment
76,M5,Notifica e Disclosure Workflow,Patch Campaign Management,Creazione campagna di remediation su installed base,Enterprise,Enterprise,No,DT non gestisce campagne di remediation su installed base; sviluppo completamente custom,15,#VALUE!,Serve?,out,N/A,2,Collega vulnerabilità → patch → piano di rollout sul campo per tutti i siti impattati,15,€ 6.750,"4.310,00 €",8,Medio,Mid/Senior,Full-stack,,Remediation plan; Installed base
77,M5,Notifica e Disclosure Workflow,Patch Campaign Management,Gestione finestre di intervento (maintenance windows) per clienti in siti produttivi,Enterprise,Dubbio,No,DT non gestisce maintenance windows per clienti OT; sviluppo completamente custom,15,#VALUE!,,out,N/A,2,Fondamentale per Autostrade e Utility dove il fermo operativo richiede pianificazione anticipata,15,€ 6.750,"3.448,00 €",8,Medio,Mid/Senior,Full-stack,,Campagna remediation
78,M5,Notifica e Disclosure Workflow,Patch Campaign Management,"Gestione dipendenze campagna: release, cliente, disponibilità assistenza tecnica",Enterprise,Dubbio,No,"DT non gestisce dipendenze di campagna (release, assistenza tecnica, clienti); sviluppo completamente custom",12,#VALUE!,,out,N/A,2,Riflette la complessità del campo industriale: non si può aggiornare senza il tecnico disponibile,12,€ 5.400,"3.448,00 €",6,Medio,Mid/Senior,Backend,,Campagna remediation
79,M5,Notifica e Disclosure Workflow,Patch Campaign Management,Tracciamento adozione patch per cliente/prodotto/versione,Enterprise,Enterprise,No,DT non traccia adozione patch per cliente/prodotto/versione; sviluppo completamente custom,10,#VALUE!,,out,N/A,2,Risponde a 'chi ha già applicato l'aggiornamento?'; chiude il loop della campagna,10,€ 4.500,"3.448,00 €",5,Medio,Mid,Full-stack,,Campagna remediation; Installed base
80,M5,Notifica e Disclosure Workflow,Patch Campaign Management,Gestione eccezioni e rollback,Nice-to-have,Nice-to-have,No,DT non gestisce eccezioni e rollback di patch campaign; sviluppo completamente custom,10,#VALUE!,,out,N/A,2,Utile per clienti con vincoli specifici di compatibilità post-aggiornamento,10,€ 4.500,"3.448,00 €",5,Medio,Mid/Senior,Backend,,Campagna remediation
81,M6,"Audit Trail, Alert e Compliance Evidence",Audit Trail,"Audit log immutabile, append-only, con timestamp",Must-have,Must-have,Parziale,"DT ha un audit log di base per le operazioni sulle SBOM (upload, modifica VEX, policy) ma non è append-only immutabile né orientato a ispezione normativa CRA; va esteso con un log proprietario immutabile",6,#VALUE!,,In,Sett 2026,1,Base di ogni audit o ispezione normativa; caratteristica critica: non modificabile dopo la scrittura,10,€ 4.500,"4.310,00 €",5,Alto,Senior,Backend,,—
82,M6,"Audit Trail, Alert e Compliance Evidence",Audit Trail,"Log include: chi, cosa, quando, su quale oggetto (granularità per campo)",Must-have,Must-have,Parziale,"DT logga le operazioni principali ma non a granularità di campo singolo come richiesto per audit CRA (chi ha modificato quale campo, da quale valore a quale valore); va aggiunto un hook custom",3,#VALUE!,,out,Sett 2026,1,Granularità necessaria per dimostrare processo organizzato in caso di ispezione ACN,5,€ 2.250,"4.310,00 €",3,Medio,Mid,Backend,,Audit log immutabile
83,M6,"Audit Trail, Alert e Compliance Evidence",Audit Trail,"Export audit log per verifiche esterne (ACN, organismo notificato)",Must-have,Dubbio,Parziale,"DT espone alcune operazioni via API ma non un endpoint di export strutturato dell'audit log in formato per ispezione normativa (es. CSV/JSON con firma, filtro per prodotto/periodo); va sviluppato il wrapper",3,#VALUE!,,out,Sett 2026,1,Richiesto in caso di ispezione normativa; deve essere esportabile in formati standard,5,€ 2.250,"4.310,00 €",3,Basso,Junior/Mid,Backend,,Audit log immutabile
84,M6,"Audit Trail, Alert e Compliance Evidence",Audit Trail,Firma crittografica del log (non-repudiation),Nice-to-have,Nice-to-have,No,DT non firma crittograficamente i log; la firma con hash chain o append-only storage verificabile è sviluppo completamente custom,10,#VALUE!,,out,N/A,2,Livello superiore di garanzia; particolarmente utile per prodotti Classe II con organismo notificato,10,€ 4.500,"4.310,00 €",5,Alto,Senior,Infrastructure,PKI / Sigstore,Audit log immutabile
85,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Alert: nuove CVE che matchano componenti nelle SBOM,Must-have,Must-have,Sì,"DT invia notifiche (email, webhook) su nuove vulnerabilità che matchano componenti nelle SBOM. Coperto dalla task DT 119 (policy engine + webhook)",0,#VALUE!,,In,Sett 2026,1,Trigger primario del processo di triage; notifica il team di sicurezza a ogni nuovo match,8,€ 3.600,"6.465,00 €",4,Medio,Mid,Backend,,Matching CVE; Coda di triage
86,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Alert: nuove entry nel CISA KEV che matchano prodotti commercializzati,Must-have,Must-have,Sì,DT notifica automaticamente tramite policy engine quando una nuova entry KEV matcha un componente nei progetti. Coperto dalla task DT 119,0,#VALUE!,,out,Sett 2026,1,Trigger per notifica 24h obbligatoria; massima priorità assoluta,5,€ 2.250,"6.465,00 €",3,Medio,Mid,Backend,CISA KEV feed,Flag KEV; Coda di triage
87,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Alert: variazioni di CVSS/severity su CVE già note,Must-have,Must-have,Parziale,DT notifica su nuove vulnerabilità; le variazioni di severity/CVSS su CVE già presenti nel database richiedono una logica di delta monitoring custom (snapshot periodico + confronto score),3,#VALUE!,,out,Sett 2026,1,Una CVE già nota può diventare urgente per un aggiornamento del CVSS score,5,€ 2.250,"5.172,00 €",3,Basso,Junior/Mid,Backend,NVD API,Repository normalizzato
88,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Alert: SLA triage in scadenza (timer 24h/72h prossimi alla scadenza),Must-have,Must-have,No,DT non ha SLA timer normativi; gli alert su scadenza 24h/72h imminente sono logica completamente custom da implementare nel backend,5,#VALUE!,,In,Sett 2026,2,Evita il mancato rispetto delle deadline normative per dimenticanza o carico di lavoro,5,€ 2.250,"4.310,00 €",3,Medio,Mid,Backend,,Timer SLA; Coda di triage
89,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Alert: clienti critici non ancora notificati dopo X ore,Enterprise,Dubbio,No,DT non conosce i clienti; l'alert su clienti critici non ancora notificati dopo X ore è logica business completamente custom,8,#VALUE!,,out,N/A,2,"Governance proattiva della notifica verso i clienti più importanti (NIS2, infrastrutture critiche)",8,€ 3.600,"4.310,00 €",4,Medio,Mid,Backend,,Email notification; Anagrafica clienti
90,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Alert: patch non applicate su installazioni ad alto rischio dopo X giorni,Enterprise,Dubbio,No,DT non gestisce il tracciamento di adozione patch per installazione cliente; sviluppo completamente custom,8,#VALUE!,,In,N/A,2,Identifica installazioni persistentemente vulnerabili; supporta follow-up della campagna,8,€ 3.600,"4.310,00 €",4,Medio,Mid,Backend,,Tracciamento adozione patch
91,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Alert: vulnerabilità senza fix disponibile da fornitore del componente,Enterprise,Dubbio,No,DT non traccia proattivamente se il vendor upstream ha rilasciato una fix; l'alert su disponibilità fix è sviluppo custom (polling patchedVersions),5,#VALUE!,,In,N/A,2,Segnala componenti che richiedono workaround o sostituzione per assenza di patch upstream,5,€ 2.250,"2.155,00 €",3,Basso,Junior/Mid,Backend,,Tracking patch vendor
92,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Alert: componente con supporto scaduto (EoS) senza CVE associata,Enterprise,Dubbio,No,DT non traccia date EoS dei componenti; l'alert su scadenza imminente di supporto è sviluppo custom (integrazione con endoflife.date o alimentazione manuale),5,#VALUE!,,out,N/A,2,Proattivo su rischi futuri; componente EoS è vulnerabilità CRA anche senza CVE specifiche,5,€ 2.250,"2.155,00 €",3,Basso,Junior,Backend,,End-of-support tracking (M3)
93,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,"Webhook verso sistemi ITSM/ticketing (Jira, ServiceNow, Azure DevOps)",Enterprise,Dubbio,Sì,"DT ha webhook configurabili che possono inviare eventi strutturati a Jira, ServiceNow, Azure DevOps. Coperto dalla configurazione DT, nessun sviluppo aggiuntivo",0,#VALUE!,,out,N/A,2,Integrazione con workflow IT esistenti del team di prodotto,12,€ 5.400,"4.310,00 €",6,Medio,Mid,Integration,Jira API; ServiceNow API; Azure DevOps API,Coda di triage
94,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Integrazione Teams/Slack per notifiche real-time al team operativo,Enterprise,Dubbio,Sì,"DT ha integrazione nativa con Slack e Microsoft Teams per notifiche real-time. Coperto dalla configurazione DT, nessun sviluppo aggiuntivo",0,#VALUE!,,In,N/A,2,Migliora l'operatività quotidiana del team di product security,8,€ 3.600,"3.448,00 €",4,Basso,Junior/Mid,Integration,Teams webhook; Slack webhook,Sistema di Alert
95,M6,"Audit Trail, Alert e Compliance Evidence",Sistema di Alert,Digest periodici per il management (settimanale/mensile via email),Enterprise,Dubbio,Parziale,"DT ha scheduled notifications base ma non digest personalizzati per il management con periodicità, contenuto e destinatari configurabili; va sviluppato il motore di digest",4,#VALUE!,,In,N/A,2,Reportistica esecutiva automatizzata sullo stato della compliance,8,€ 3.600,"2.155,00 €",4,Basso,Junior,Backend,Email,KPI direzionali
96,M6,"Audit Trail, Alert e Compliance Evidence",Dashboard e KPI,"Compliance dashboard base: SLA compliance %, SBOM coverage %",Basic,Dubbio,Parziale,DT ha dashboard vulnerabilità per progetto ma non KPI specifici CRA quali SLA compliance % e SBOM coverage % per prodotto commercializzato; va sviluppata la dashboard proprietaria,6,#VALUE!,BI a parte,In,Sett 2026,1,Minimo per monitoraggio operativo quotidiano della compliance,10,€ 4.500,"2.155,00 €",5,Basso,Junior/Mid,Frontend,,Coda di triage; Versioning SBOM
97,M6,"Audit Trail, Alert e Compliance Evidence",Dashboard e KPI,"KPI direzionali: prodotti esposti, vuln aperte per severità, MTTR, % clienti aggiornati, stato notifiche regolatorie",Enterprise,Dubbio,Parziale,"DT espone metriche raw via API (vuln per progetto, severità, EPSS); la business intelligence layer con MTTR, % clienti aggiornati e stato notifiche regolatorie è completamente custom",14,#VALUE!,BI a parte,In,N/A,2,Governance manageriale continua; richiesta da tutti i clienti enterprise e dai CDA,20,€ 9.000,"2.155,00 €",10,Medio,Mid/Senior,Full-stack,,Impact analysis; Tracciamento patch; Notifica ENISA
98,M6,"Audit Trail, Alert e Compliance Evidence",Dashboard e KPI,Trend storico KPI (grafico nel tempo),Enterprise,Dubbio,Parziale,DT mantiene lo storico delle vulnerabilità ma non produce grafici di trend KPI nel tempo; la visualizzazione storica con aggregazioni temporali è sviluppo custom,6,#VALUE!,BI a parte,out,N/A,2,Dimostra miglioramento continuo; utile per audit periodici e per il management,10,€ 4.500,"3.448,00 €",5,Medio,Mid,Frontend,,KPI direzionali
99,M6,"Audit Trail, Alert e Compliance Evidence",Dashboard e KPI,Report Allegato VII CRA (documentazione tecnica strutturata per valutazione conformità CE),Must-have,Must-have,No,DT non genera documentazione tecnica strutturata per Allegato VII CRA; sviluppo completamente custom che aggrega dati da DT + M1 + M4 + M5,15,#VALUE!,Non so,out,Dic 2027,2,Necessario per valutazione conformità CE e marcatura CE; richiesto per Fase 2 (dicembre 2027),15,€ 6.750,"3.448,00 €",8,Alto,Senior,Full-stack,,Audit trail; Evidence pack
100,M6,"Audit Trail, Alert e Compliance Evidence",Dashboard e KPI,"Evidence pack per valutatori Classe I/II: SBOM versionata, log triage, proof of notification, CVD policy, test reports",Must-have,Must-have,No,"DT non genera evidence pack per valutatori Classe I/II; sviluppo completamente custom che consolida SBOM versionata, log triage, proof of notification e CVD policy",20,#VALUE!,Non so,out,Dic 2027,2,Solo per prodotti Classe I/II; prerequisito obbligatorio per il notified body,20,€ 9.000,"2.155,00 €",10,Alto,Senior,Full-stack,,Tutti i moduli precedenti
101,ADD-ON,Customer Portal B2B,Customer Portal B2B,"Vista installed base per cliente (prodotti acquistati, versioni, sedi)",Nice-to-have,Nice-to-have,No,DT non ha portale clienti; la vista installed base per cliente è sviluppo completamente custom,15,#VALUE!,,out,N/A,2,Accesso self-service B2B; alto valore per clienti NIS2 che devono gestire asset inventory,15,€ 6.750,"2.155,00 €",8,Medio,Mid,Full-stack,,Installed base; Autenticazione B2B
102,ADD-ON,Customer Portal B2B,Customer Portal B2B,Stato vulnerabilità per asset del cliente in tempo reale,Nice-to-have,Nice-to-have,No,DT non ha portale clienti; la vista real-time sullo stato vulnerabilità per asset del cliente è sviluppo custom che attinge ai dati DT via API,20,#VALUE!,,out,N/A,2,Alto valore per clienti NIS2 che devono documentare la sicurezza della supply chain,20,€ 9.000,"5.172,00 €",10,Alto,Senior,Full-stack,,Impact analysis; Vista installed base cliente
103,ADD-ON,Customer Portal B2B,Customer Portal B2B,Download SBOM dei prodotti in uso da parte del cliente,Nice-to-have,Nice-to-have,No,DT espone le SBOM dei progetti via API ma non ha un portale per il download diretto da parte del cliente finale; serve UI portale custom,8,#VALUE!,,out,N/A,2,Requisito di trasparenza CRA verso i clienti; alimenta supply chain assessment NIS2,8,€ 3.600,"3.448,00 €",4,Basso,Junior/Mid,Full-stack,,Freeze SBOM; Export VEX CycloneDX
104,ADD-ON,Customer Portal B2B,Customer Portal B2B,Ricezione e acknowledgment notifiche nel portale (alternativa/complemento all'email),Nice-to-have,Nice-to-have,No,DT non ha portale clienti per acknowledgment notifiche; sviluppo completamente custom,15,#VALUE!,,out,N/A,2,Alternativa strutturata all'email; tracciabilità superiore per clienti enterprise,15,€ 6.750,"3.448,00 €",8,Medio,Mid,Full-stack,,Email notification; Tracking acknowledgment
105,ADD-ON,Customer Portal B2B,Customer Portal B2B,Storico comunicazioni di sicurezza per cliente nel portale,Nice-to-have,Nice-to-have,No,DT non ha portale clienti; lo storico comunicazioni di sicurezza per cliente è sviluppo completamente custom,10,#VALUE!,,out,N/A,2,Documentazione completa della relazione di sicurezza con il fornitore,10,€ 4.500,"4.310,00 €",5,Basso,Junior/Mid,Full-stack,,Storico comunicazioni (M1); Portal auth
106,X — Won't Have,Out of Scope (Won't Have),Out of Scope,Distribuzione OTA (Over-the-Air) aggiornamenti firmware,Won't have,Won't have,N/A,,,#VALUE!,,out,N/A,—,Overlap con ingegneria di prodotto; non è un compliance tool,,,"8.620,00 €",N/A,—,—,—,,—
107,X — Won't Have,Out of Scope (Won't Have),Out of Scope,Architettura multi-tenant SaaS,Won't have,Won't have,N/A,,,#VALUE!,,out,N/A,3,Architettura completamente diversa; eventuale solo in Fase 3 di prodottizzazione,,,"4.310,00 €",N/A,—,—,—,,—
108,X — Won't Have,Out of Scope (Won't Have),Out of Scope,License compliance module (analisi licenze open source),Won't have,Won't have,N/A,,,#VALUE!,,In,N/A,—,"Altri tool lo fanno meglio (FOSSA, Black Duck); fuori scope normativo CRA",,,"6.465,00 €",N/A,—,—,—,,—
109,X — Won't Have,Out of Scope (Won't Have),Out of Scope,SAST/DAST integration nel ciclo di sviluppo,Won't have,Won't have,N/A,,,#VALUE!,,In,N/A,—,DevSecOps tool separati; non pertinente alla compliance CRA post-mercato,,,"8.620,00 €",N/A,—,—,—,,—
110,X — Won't Have,Out of Scope (Won't Have),Out of Scope,Threat modeling tool integrato,Won't have,Won't have,N/A,,,#VALUE!,,out,N/A,—,Categoria diversa di strumento; fuori scope del progetto,,,"6.465,00 €",N/A,—,—,—,,—
111,X — Won't Have,Out of Scope (Won't Have),Out of Scope,Supply chain risk scoring sui fornitori del fabbricante,Won't have,Won't have,N/A,,,#VALUE!,,out,N/A,—,Fuori scope per il MVP; da rivalutare in espansione,,,"8.620,00 €",N/A,—,—,—,,—
112,X — Won't Have,Out of Scope (Won't Have),Out of Scope,SLSA attestation (Supply chain Levels for Software Artifacts),Won't have,Won't have,N/A,,,#VALUE!,,out,N/A,—,"Standard emergente, non richiesto dal CRA",,,"3.448,00 €",N/A,—,—,—,,—
113,X — Won't Have,Out of Scope (Won't Have),Out of Scope,"Integrazione PLM (Teamcenter, Windchill)",Won't have,Won't have,N/A,,,#VALUE!,,out,N/A,—,Da valutare solo se espressamente richiesto dall'azienda cliente,,,"6.465,00 €",N/A,—,—,—,,—
114,X — Won't Have,Out of Scope (Won't Have),Out of Scope,"Feed threat intelligence commerciali (Shodan, Recorded Future, ecc.)",Won't have,Won't have,N/A,,,#VALUE!,,out,N/A,—,Valutare solo se copertura FOSS risulta strutturalmente insufficiente,,,"4.310,00 €",N/A,—,—,—,,—
115,DT,Setup & Integrazione Dependency-Track,Deployment & Configurazione,"Setup e deployment Dependency-Track (Docker Compose, PostgreSQL, reverse proxy, configurazione base)",Basic,Basic,N/A,,3,#VALUE!,,out,N/A,0,"Installazione iniziale DT: Docker Compose con API server + frontend + DB, NGINX reverse proxy, health check, backup. Prerequisito di tutti i moduli M2/M3/M4.",3,1293,"1.293,00 €",2,Basso,Mid,Infrastructure,"Docker, PostgreSQL, NGINX",—
116,DT,Setup & Integrazione Dependency-Track,Deployment & Configurazione,"Configurazione sorgenti vulnerability intelligence in DT (NVD API key, OSV, CISA KEV, EPSS, GitHub Advisory)",Basic,Basic,N/A,,2,#VALUE!,,out,N/A,0,Attivazione e configurazione dei feed integrati nativamente in DT; include registrazione API key NVD e verifica sincronizzazione iniziale di tutte le fonti.,2,862,"862,00 €",1,Basso,Junior,Integration,"NVD API, OSV API, CISA KEV, EPSS (FIRST.org), GitHub Advisory",Setup DT (#115)
117,DT,Setup & Integrazione Dependency-Track,API Integration Layer,"Sviluppo API client REST verso Dependency-Track (autenticazione JWT/API-key, gestione errori, retry, rate limiting)",Basic,Basic,N/A,,8,#VALUE!,,out,N/A,0,Wrapper backend che espone DT come service interno; mappatura response DT → modello dati proprietario. Foundation per tutti i moduli che consumano DT.,8,3448,"3.448,00 €",4,Medio,Senior,Backend,Dependency-Track REST API v4,Setup DT (#115)
118,DT,Setup & Integrazione Dependency-Track,API Integration Layer,"Mapping e sincronizzazione progetti DT ↔ versioni prodotto proprietarie (import SBOM, allineamento IDs, stato sincronizzazione)",Must-have,Must-have,N/A,,8,#VALUE!,,out,Sett 2026,0,Ogni versione prodotto nel registro proprietario corrisponde a un project version in DT. Sincronizzazione bidirezionale IDs e stato SBOM.,8,3448,"3.448,00 €",4,Medio,Senior,Backend,Dependency-Track REST API v4,"API client DT (#117), Registro Prodotti M1"
119,DT,Setup & Integrazione Dependency-Track,Policy & Alerting,"Configurazione policy engine DT: regole per KEV match, CVSS critico, componenti EoL + webhook verso backend proprietario",Must-have,Must-have,N/A,,3,#VALUE!,,out,Sett 2026,1,Le policy DT sono il trigger primario per il workflow di notifica CRA. Il webhook verso il backend proprietario avvia M4 (impact analysis) e M5 (notifica).,3,1293,"1.293,00 €",2,Medio,Mid,Integration,"Dependency-Track Policy Engine, Webhook","API client DT (#117), M3 repository normalizzato"
120,DT,Setup & Integrazione Dependency-Track,Test & Validazione,Test integrazione end-to-end: upload SBOM CycloneDX → matching CVE in DT → ricezione alert webhook → trigger workflow M4,Basic,Basic,N/A,,5,#VALUE!,,out,N/A,1,Scenario test completo pre go-live Fase 1. Include test con SBOM reale di un prodotto e verifica propagazione alert verso M4.,5,2155,"2.155,00 €",3,Basso,Mid,Backend,"Dependency-Track REST API, Webhook","Tutte le task DT (#115–119), M4 Impact analysis"
